availability_score,latency_variance,throughput_score,model_drift_score,explainability_score,fairness_index,audit_failure_rate,data_freshness_hours,inference_cost_usd,downtime_minutes_monthly,deployment_type,model_category,risk_assessment_level,governance_status,vendor_reputation,trustworthiness_label
81.23620356542088,19.308400104868227,756.9984798909734,0.6381445683721739,0.5092384288430916,0.9083419466178518,0.22246656093527858,3.071599368160814,1.6381472604097504,162,Hybrid,Multimodal,High,Non-Compliant,Moderate,1
98.52142919229749,17.31269271533876,266.0607960388404,0.4592924535341931,0.3663724426134406,0.6967102262316223,0.26433056252889503,59.652332616714276,0.2990868271442703,480,Cloud,Vision,Low,Non-Compliant,Strong,1
91.95981825434215,9.631541712640143,411.97572493289755,0.9644985248639408,0.38845145748055115,0.5172793663793115,0.13895396261370027,17.95014592267735,1.8934629526574773,497,Cloud,Tabular,Medium,Non-Compliant,Moderate,1
87.9597545259111,30.75606683497291,696.9525731720364,0.21897845098423818,0.42646978972664523,0.8419850719660555,0.08675361950202228,20.443490233622562,1.6880159893406164,125,Hybrid,Vision,Low,Non-Compliant,Weak,1
74.6805592132731,24.354583864922816,533.880410072032,0.5878564159989407,0.4425573340554638,0.6512068814099774,0.09565397230663844,16.289660041118317,1.838518063484338,52,Hybrid,Vision,High,Compliant,Moderate,1
74.67983561008607,43.41934862387618,764.7139347714044,0.7002100149902226,0.4695832664473808,0.7567764900714984,0.20908447750931816,60.48604477598126,0.5784323697543085,433,On-Prem,NLP,High,Partially-Compliant,Weak,1
71.74250836504598,2.5733694436208543,965.0871111005737,0.8255644893453816,0.4788220202744461,0.46435917410436334,0.17026741019744884,70.48094366925376,0.6777841789014443,188,Hybrid,Multimodal,Low,Non-Compliant,Moderate,1
95.98528437324805,32.549528450201194,204.89201894367773,0.4069710304280071,0.619001441841275,0.7789503937095954,0.14594823929317713,54.373438866962545,0.9451516147429759,485,Hybrid,Vision,High,Non-Compliant,Moderate,1
88.03345035229626,38.384495047066494,738.6109447582548,0.6869219076574815,0.6567012335782288,0.6241302933670746,0.060832223632852206,59.2976059537817,0.4561593264887244,219,Cloud,Multimodal,Medium,Compliant,Weak,1
91.24217733388136,38.21484189022704,307.30974006890307,0.3032014713842828,0.5162154456884491,0.6005138498310967,0.262636706249671,44.67603315739232,0.9361909521477921,363,Cloud,NLP,Medium,Compliant,Strong,1
70.61753482887407,44.41762438768073,473.0290546668123,0.4354760923618203,0.9351074939445096,0.9879493472666807,0.2343061342522218,38.07179340454646,0.02831135429609658,410,Hybrid,Tabular,High,Partially-Compliant,Strong,1
99.09729556485983,36.72265339864521,129.57645321562583,0.8956271312033992,0.6871978063372681,0.6594583856561483,0.04219158052176888,51.95361634491708,1.75629777629932,146,Hybrid,NLP,Medium,Non-Compliant,Strong,1
94.97327922401266,46.46269302073712,222.31664406342907,0.9499076093309543,0.8512338496233847,0.8068230268694405,0.110216536380641,2.5749272740478624,0.33296513990251625,44,Cloud,Multimodal,Medium,Partially-Compliant,Strong,1
76.37017332034829,17.30017339122368,387.7995601440097,0.7188173469272647,0.9469664826945903,0.7766365213443047,0.1626396280916674,4.420837843444563,1.0066871795278185,374,Hybrid,Tabular,High,Partially-Compliant,Moderate,1
75.45474901621301,25.65726142082561,407.7872247591865,0.374351890776185,0.41419458020306366,0.4625821305310946,0.1363015868314596,49.48369117748522,1.8583647205292189,345,Cloud,Multimodal,High,Compliant,Moderate,1
75.50213529560301,1.689903500861643,909.6266948158861,0.820057789974664,0.5995121386009441,0.8487565222385898,0.11933875162132151,24.12503745026818,1.6437552597970968,9,Hybrid,Vision,Medium,Compliant,Weak,1
79.12726728878613,1.3409217778612694,767.6316183398636,0.025867081725420182,0.6032472812002261,0.593895522060146,0.2156495692681588,35.19607366427577,1.5544879103241254,408,Cloud,Vision,High,Non-Compliant,Moderate,1
85.74269294896713,12.766204402124474,974.964671368337,0.10274591053942106,0.548130575306848,0.879363729518041,0.016351051271351235,56.30346458351353,1.2148368222234167,187,Cloud,Multimodal,Low,Non-Compliant,Moderate,1
82.95835055926347,5.9395526598151775,639.1643593017164,0.6613737363753611,0.30623410658614797,0.7645844695692294,0.14142310173778255,41.555369405299245,0.8781842369098022,384,Hybrid,Vision,High,Non-Compliant,Strong,1
78.73687420594126,13.750357028851926,317.54235888218614,0.29124857527005743,0.8711804754446664,0.5902548939720937,0.0786545071168804,57.97885497574016,0.8976143683668811,178,Hybrid,NLP,High,Partially-Compliant,Moderate,1
88.35558684167138,9.675121431891473,394.88952692947856,0.9513862184004778,0.3780915250877319,0.6137757761986425,0.025385515570427685,30.17917743628633,0.18306154997910096,495,On-Prem,Multimodal,Low,Non-Compliant,Moderate,1
74.18481581956125,2.397481217093764,387.8523309627704,0.43606061209230473,0.9968364185452312,0.8389044217998164,0.13946614740088967,20.694481413951223,0.1389240510270277,347,Hybrid,Tabular,High,Partially-Compliant,Strong,1
78.76433945605655,45.55590317389642,393.84489489692646,0.429364820389177,0.841070944337827,0.7300355890737291,0.05141060732117062,16.90825743963855,1.6884426527251297,221,Hybrid,Multimodal,Medium,Partially-Compliant,Moderate,1
80.99085529881074,1.4029334380556846,705.6677558006342,0.6780795101909313,0.7060070123245601,0.8010106244027891,0.07746728456706259,9.481028477270192,0.8232176543267103,67,Cloud,Tabular,Medium,Non-Compliant,Moderate,1
83.68209952651108,37.06802507251719,577.7271352813746,0.7675685623061896,0.4082244924191182,0.494990992645113,0.15210261885302276,2.6493496037250015,0.11749193229109645,181,On-Prem,Multimodal,Medium,Partially-Compliant,Strong,1
93.55527884179041,8.45524645905631,446.8817602779799,0.4755587381251365,0.660775079975273,0.8721860033370512,0.2921126939798464,3.8267291292051295,1.3294780056533275,418,On-Prem,Multimodal,High,Non-Compliant,Weak,1
